event_types,u,i,ts
0,5,19,300185820
0,4,19,300227688
0,4,5,300227904
0,7,13,300230424
0,9,19,300235500
0,7,12,300272652
0,6,7,300273408
0,1,5,300275064
0,2,11,300278484
0,12,13,300279348
0,8,11,300280644
0,5,6,300283776
0,11,18,300294720
0,0,1,300298536
0,5,9,300305124
0,0,6,300305340
0,6,15,300307752
0,2,8,300346056
0,0,14,300346632
0,2,18,300347352
0,2,15,300350736
0,4,11,300350916
0,3,13,300352860
0,1,15,300353112
0,12,13,300353256
0,8,11,300353868
0,12,16,300381804
0,0,5,300382344
0,0,7,300413592
0,7,9,300414528
0,3,10,300450276
0,2,17,300478320
0,9,16,300481740
0,4,13,300482172
0,7,11,300520404
0,0,3,300539340
0,4,15,300539772
0,6,11,300541536
0,1,7,300548124
0,8,12,300548484
0,1,12,300549672
0,5,14,300551148
0,0,12,300552264
0,2,18,300554568
0,1,4,300557844
0,10,17,300558528
0,10,15,300562812
0,0,2,300571272
0,6,19,300571308
0,11,19,300571920
0,2,10,300575772
0,13,18,300586068
0,0,3,300604284
0,3,19,300604572
0,2,12,300606012
0,7,19,300615228
0,3,8,300618540
0,14,17,300626172
0,6,14,300627216
0,3,4,300643272
0,2,6,300654252
0,6,19,300710232
0,6,9,300713436
0,2,5,300794616
0,6,17,300795336
0,7,12,300871224
0,12,15,300872700
0,7,14,300876228
0,2,5,300878928
0,1,18,300884040
0,15,18,300907764
0,5,9,300920580
0,5,6,300929220
0,7,10,300936024
0,9,12,300939984
0,7,17,300959856
0,3,17,300968892
0,16,19,300975156
0,2,11,300984948
0,3,19,300989016
0,2,7,300989772
0,11,17,300992436
0,4,7,300998844
0,6,7,301002948
0,6,17,301008996
0,8,11,301009752
0,2,14,301011624
0,17,19,301012128
0,13,15,301013028
0,9,14,301105980
0,14,19,301117608
0,8,13,301159260
0,7,11,301250340
0,1,14,301292244
0,9,10,301295772
0,3,13,301296888
0,6,10,301298796
0,2,16,301300236
0,3,9,301300560
0,6,19,301302864
0,4,13,301303116
0,4,16,301303584
0,5,16,301306032
0,3,12,301306356
0,12,15,301307472
0,11,12,301307508
0,2,6,301309596
0,3,8,301310712
0,2,18,301310820
0,0,8,301311324
0,7,11,301314132
0,2,15,301314240
0,6,16,301315968
0,2,10,301316148
0,6,16,301316400
0,4,13,301317228
0,7,12,301318020
0,2,10,301324140
0,12,14,301325400
0,5,10,301326372
0,9,15,301329648
0,9,18,301329936
0,5,7,301332780
0,0,6,301332780
0,5,7,301335300
0,6,13,301368204
0,2,13,301372236
0,7,8,301375764
0,1,11,301376376
0,15,19,301376664
0,0,1,301379364
0,5,18,301379976
0,7,11,301381056
0,15,16,301385592
0,12,15,301385844
0,6,8,301386420
0,12,17,301386672
0,6,13,301386780
0,6,13,301389876
0,5,17,301392864
0,1,16,301412016
0,7,10,301429512
0,8,11,301431528
0,4,8,301433580
0,6,10,301435488
0,1,8,301436928
0,0,8,301439484
0,0,19,301439844
0,3,16,301441392
0,7,11,301450536
0,3,12,301452192
0,15,18,301453092
0,2,17,301454424
0,10,15,301454748
0,2,7,301457808
0,1,18,301464216
0,7,18,301465044
0,2,14,301466160
0,3,16,301484736
0,8,13,301487724
0,5,15,301488408
0,2,5,301488444
0,4,12,301489740
0,10,12,301490748
0,3,13,301491936
0,17,19,301491936
0,1,9,301492836
0,11,14,301494384
0,4,13,301495248
0,12,16,301495536
0,7,11,301499316
0,5,14,301502664
0,5,12,301507596
0,5,8,301511592
0,2,13,301519476
0,8,17,301561884
0,0,3,301604112
0,1,6,301614804
0,4,9,301628700
0,3,15,301673736
0,3,7,301684320
0,12,19,301685112
0,0,19,301691592
0,11,19,301692276
0,14,17,301693572
0,5,9,301695372
0,3,16,301696128
0,5,6,301696344
0,6,9,301703148
0,5,11,301705524
0,13,14,301706784
0,0,7,301707648
0,3,9,301735620
0,4,19,301751424
0,10,16,301755096
0,2,14,301757328
0,4,13,301771944
0,7,11,301776912
0,2,5,301780224
0,5,13,301781232
0,10,15,301782240
0,2,5,301782924
0,5,10,301827816
0,9,18,301827960
0,10,17,301866336
0,6,19,301867560
0,11,14,301868388
0,2,13,301869612
0,4,13,301870656
0,5,11,301870728
0,4,15,301871952
0,4,5,301872060
0,0,10,301872708
0,8,16,301873716
0,9,10,301874004
0,17,18,301874868
0,9,10,301875552
0,2,19,301876524
0,3,13,301881240
0,16,19,301884012
0,5,17,301885200
0,7,18,301889160
0,2,17,301889664
0,1,7,301890348
0,5,10,301891788
0,6,16,301892076
0,4,14,301892184
0,5,7,301893516
0,3,10,301899024
0,4,16,301905612
0,1,19,301906728
0,15,16,301907700
0,0,15,301931532
0,18,19,301931676
0,5,16,301932000
0,8,14,301932288
0,0,16,301936860
0,9,10,301971384
0,18,19,301978404
0,1,17,301980888
0,9,12,301983732
0,9,18,302016276
0,4,7,302026140
0,10,13,302028948
0,11,16,302029560
0,9,14,302032368
0,6,11,302044860
0,4,6,302091012
0,7,8,302092704
0,7,13,302093208
0,4,13,302094072
0,4,15,302095764
0,1,10,302096196
0,8,10,302096232
0,8,14,302096556
0,12,13,302096592
0,17,19,302097996
0,4,6,302100624
0,1,6,302104872
0,13,15,302105196
0,14,17,302105340
0,1,12,302105844
0,7,14,302108904
0,15,16,302110668
0,6,19,302111496
0,4,7,302112540
0,17,18,302113044
0,10,19,302115492
0,2,11,302117688
0,7,18,302117760
0,1,15,302118588
0,2,11,302118696
0,8,10,302121576
0,6,13,302121720
0,4,12,302124204
0,8,18,302127012
0,6,14,302130396
0,11,16,302130756
0,12,17,302132340
0,1,11,302137020
0,2,7,302137812
0,1,8,302138244
0,5,8,302139108
0,4,17,302139252
0,1,11,302140116
0,6,19,302140152
0,12,14,302144004
0,5,9,302144976
0,16,18,302145516
0,9,13,302145804
0,4,8,302146740
0,2,7,302147136
0,1,9,302149584
0,7,17,302150268
0,10,18,302150736
0,8,11,302151456
0,12,14,302152428
0,5,18,302154120
0,6,12,302154768
0,1,5,302158332
0,9,18,302158944
0,15,16,302159016
0,13,14,302161212
0,3,8,302162976
0,2,9,302164416
0,1,19,302164560
0,0,12,302174496
0,0,11,302178960
0,2,18,302180436
0,8,16,302180904
0,4,11,302181876
0,3,18,302183460
0,5,10,302193396
0,1,16,302211972
0,9,10,302212116
0,9,16,302212512
0,3,9,302215680
0,8,12,302220288
0,16,18,302224572
0,2,16,302231196
0,6,13,302231736
0,18,19,302234364
0,10,16,302282316
0,12,17,302286564
0,2,12,302323104
0,3,17,302351076
0,4,19,302351940
0,1,3,302352192
0,9,17,302367672
0,8,14,302373036
0,6,9,302378328
0,8,12,302386608
0,2,5,302387364
0,1,13,302388552
0,11,19,302388876
0,11,14,302388948
0,0,8,302389488
0,3,14,302389956
0,4,11,302391900
0,0,17,302392872
0,0,17,302394636
0,6,15,302395392
0,3,9,302395752
0,16,18,302397336
0,5,8,302397840
0,6,17,302400180
0,16,19,302400468
0,2,6,302400900
0,4,15,302404212
0,1,8,302408244
0,2,16,302412240
0,3,12,302412852
0,2,8,302414760
0,0,4,302416380
0,8,15,302419044
0,2,11,302420376
0,15,19,302421708
0,4,12,302435388
0,7,11,302437800
0,14,17,302438556
0,8,17,302441112
0,1,14,302441868
0,9,10,302442336
0,4,10,302447448
0,6,7,302447448
0,16,18,302448060
0,2,17,302448312
0,0,5,302455764
0,0,8,302456628
0,3,4,302457996
0,7,17,302458140
0,2,8,302458140
0,13,18,302461272
0,0,1,302462640
0,4,13,302463900
0,14,18,302466780
0,1,17,302468364
0,6,7,302470128
0,0,5,302477652
0,15,19,302517468
0,13,15,302572836
0,13,19,302579892
0,2,12,302586192
0,2,8,302589864
0,13,19,302593428
0,2,19,302599260
0,8,14,302600592
0,1,16,302607828
0,0,11,302617872
0,16,17,302640408
0,10,17,302643540
0,8,17,302653872
0,0,19,302687244
0,5,16,302694876
0,11,16,302695884
0,1,11,302697000
0,1,7,302748552
0,8,16,302812740
0,8,10,302813316
0,0,17,302814180
0,1,16,302815368
0,9,12,302815800
0,5,16,302817132
0,6,15,302817744
0,18,19,302818428
0,1,8,302879664
0,10,17,302880672
0,5,19,302889852
0,9,11,302891328
0,12,19,302894784
0,7,11,302896476
0,11,19,302899248
0,7,11,302900940
0,2,13,302901444
0,13,15,302902560
0,8,18,302903064
0,1,18,302904792
0,1,4,302905332
0,13,17,302905728
0,11,16,302906664
0,6,19,302906952
0,0,15,302908140
0,6,12,302908608
0,1,9,302908644
0,3,19,302909508
0,3,16,302910048
0,2,3,302910336
0,12,15,302910336
0,6,15,302910732
0,2,15,302910876
0,0,5,302911380
0,8,10,302911560
0,6,18,302911704
0,11,19,302912028
0,1,17,302912964
0,3,4,302913396
0,4,7,302913612
0,8,12,302914296
0,3,8,302916240
0,13,19,302917824
0,2,14,302917860
0,5,8,302918004
0,11,16,302918256
0,13,16,302919012
0,3,11,302919120
0,9,17,302920020
0,8,14,302921244
0,17,19,302923800
0,1,8,302923908
0,12,18,302923980
0,0,7,302925636
0,12,18,302926896
0,13,16,302927832
0,1,10,302928912
0,2,8,302938272
0,11,13,302979744
0,17,19,303045408
0,0,2,303054732
0,11,19,303054984
0,2,10,303058692
0,1,3,303059304
0,3,4,303059304
0,16,19,303066720
0,8,16,303274224
0,10,11,303276888
0,4,6,303278508
0,7,17,303278544
0,6,13,303279444
0,1,19,303282360
0,2,11,303283404
0,9,10,303285816
0,11,17,303286500
0,5,16,303287472
0,9,12,303305400
0,9,17,303310512
0,10,16,303311088
0,2,15,303313068
0,6,7,303315372
0,2,11,303321636
0,5,9,303325596
0,11,19,303335280
0,8,12,303374664
0,13,17,303457644
0,6,13,303460416
0,4,17,303465276
0,5,14,303465600
0,3,15,303466176
0,12,15,303466500
0,7,18,303468480
0,6,10,303469668
0,9,18,303469884
0,0,19,303470064
0,5,6,303470100
0,4,13,303470388
0,8,12,303471504
0,4,19,303471612
0,5,15,303471756
0,0,1,303472368
0,0,10,303472872
0,4,19,303473988
0,1,14,303474456
0,0,13,303476148
0,8,19,303476256
0,6,11,303476472
0,3,8,303476616
0,9,13,303476760
0,8,16,303476904
0,5,9,303477480
0,1,3,303477768
0,9,10,303478668
0,2,17,303478704
0,9,10,303478992
0,3,7,303479748
0,12,19,303481728
0,10,19,303481872
0,16,19,303484392
0,6,9,303484860
0,6,10,303487524
0,1,14,303491664
0,9,19,303493752
0,1,11,303494040
0,0,10,303497136
0,1,5,303499692
0,7,10,303501600
0,0,1,303501780
0,4,19,303505956
0,8,12,303511788
0,0,5,303515892
0,9,15,303524352
0,0,15,303525648
0,10,18,303526440
0,3,12,303529896
0,4,6,303533172
0,4,15,303536088
0,9,12,303538068
0,16,19,303540372
0,8,15,303595776
0,11,13,303597000
0,6,12,303597540
0,9,11,303600204
0,3,11,303621804
0,13,14,303622416
0,15,18,303622524
0,5,8,303623100
0,13,16,303623316
0,7,18,303623820
0,5,19,303623892
0,16,18,303624216
0,1,9,303625080
0,10,16,303667524
0,6,19,303696108
0,6,12,303730272
0,13,18,303730452
0,7,18,303730524
0,4,6,303730848
0,6,15,303732036
0,3,4,303732396
0,7,14,303732540
0,13,17,303732648
0,7,15,303732936
0,1,11,303733476
0,3,16,303733944
0,4,16,303737076
0,15,19,303737580
0,5,7,303739524
0,5,7,303739884
0,7,12,303740244
0,6,9,303741720
0,3,14,303744384
0,2,5,303744600
0,0,13,303744888
0,1,14,303745608
0,1,6,303752736
0,13,19,303753204
0,13,18,303754176
0,5,17,303755256
0,6,17,303757488
0,0,6,303758496
0,5,8,303771924
0,5,17,303774156
0,14,17,303775632
0,11,12,303776748
0,0,3,303781320
0,0,6,303783624
0,2,4,303800832
0,4,10,303801372
0,6,12,303810084
0,10,16,303812928
0,6,18,303813720
0,6,11,303814404
0,5,6,303814404
0,1,5,303814620
0,2,14,303815736
0,12,18,303816600
0,12,18,303816960
0,17,18,303817212
0,3,17,303817284
0,1,4,303817284
0,17,18,303817392
0,17,18,303817464
0,8,14,303817608
0,5,10,303818076
0,10,19,303819084
0,9,18,303819084
0,15,18,303819732
0,1,3,303820020
0,0,17,303820632
0,6,7,303821064
0,11,19,303821172
0,5,16,303827292
0,2,9,303828516
0,2,14,303832224
0,14,15,303833880
0,10,18,303834924
0,15,18,303842376
0,12,14,303856560
0,7,9,303856848
0,17,18,303857100
0,6,14,303860088
0,1,17,303860556
0,6,14,303862932
0,8,15,303921648
0,8,13,303921684
0,6,19,303921756
0,6,12,303927840
0,3,19,303928776
0,1,7,303931188
0,10,16,303931620
0,0,18,303934284
0,13,16,303944544
0,0,4,303944940
0,10,14,303967188
0,15,16,303977988
0,2,11,303978960
0,3,4,303983496
0,16,17,303985548
0,0,3,303985548
0,4,9,303985548
0,6,14,303994692
0,12,18,304029108
0,15,16,304030152
0,7,10,304031304
0,3,8,304031304
0,7,10,304078428
0,13,16,304087320
0,1,8,304095600
0,14,17,304098588
0,5,6,304159104
0,6,16,304161588
0,5,10,304180848
0,0,7,304185564
0,15,17,304190388
0,17,18,304196472
0,13,14,304196976
0,3,8,304199568
0,4,10,304200684
0,12,17,304201728
0,6,12,304208892
0,0,11,304210188
0,1,18,304213140
0,2,7,304215948
0,3,9,304221240
0,6,14,304225848
0,1,17,304232112
0,4,10,304256484
0,7,16,304262712
0,8,18,304263144
0,16,19,304263432
0,8,12,304265340
0,3,18,304269840
0,0,18,304269948
0,7,17,304270128
0,5,6,304271100
0,10,14,304272900
0,10,15,304273908
0,4,7,304274376
0,0,7,304297092
0,6,7,304299504
0,9,11,304299828
0,5,12,304300764
0,6,12,304300800
0,4,13,304318944
0,0,7,304319484
0,2,3,304320924
0,0,9,304321140
0,8,12,304321788
0,2,9,304322760
0,2,16,304324344
0,2,12,304333956
0,9,14,304363152
0,12,17,304392636
0,1,8,304392708
0,2,9,304393572
0,12,17,304395228
0,4,16,304451064
0,14,17,304456428
0,1,3,304467696
0,8,13,304468308
0,1,3,304475544
0,1,2,304477596
0,7,12,304478208
0,7,9,304478388
0,17,18,304478496
0,3,7,304479972
0,9,19,304479972
0,12,15,304480548
0,0,15,304482132
0,3,16,304482492
0,2,3,304482852
0,5,16,304483392
0,5,14,304483932
0,13,14,304484256
0,8,19,304486272
0,10,16,304486812
0,2,12,304486884
0,13,16,304492644
0,8,12,304496352
0,17,18,304497900
0,1,7,304501068
0,14,17,304501464
0,0,3,304520256
0,8,11,304521912
0,13,16,304526988
0,2,6,304527600
0,3,13,304529904
0,5,8,304535268
0,14,19,304537896
0,9,18,304538868
0,4,5,304545384
0,5,12,304545744
0,5,17,304545888
0,9,17,304548624
0,1,11,304548840
0,4,12,304551108
0,4,12,304553304
0,3,17,304555068
0,5,18,304556292
0,7,12,304557336
0,0,14,304558380
0,2,15,304560036
0,5,6,304562736
0,9,13,304564860
0,2,16,304565976
0,8,18,304579188
0,0,11,304581204
0,5,8,304582356
0,2,6,304586280
0,2,15,304586388
0,8,10,304586496
0,3,5,304590708
0,8,16,304594164
0,3,11,304595208
0,12,14,304596720
0,14,16,304596828
0,0,14,304598088
0,3,11,304598268
0,8,19,304645176
0,17,18,304668036
0,6,9,304677864
0,9,19,304678728
0,17,19,304681212
0,12,19,304683444
0,10,12,304686360
0,18,19,304687260
0,4,13,304692948
0,10,15,304693524
0,0,13,304693560
0,0,8,304693668
0,18,19,304693704
0,8,9,304694100
0,4,8,304696404
0,2,7,304697376
0,0,17,304698204
0,5,9,304698960
0,3,7,304699356
0,18,19,304699500
0,0,12,304700616
0,3,16,304701408
0,6,19,304702308
0,0,16,304702704
0,1,6,304702848
0,5,9,304703532
0,15,18,304704000
0,8,14,304704576
0,7,11,304704828
0,8,15,304705800
0,7,10,304706916
0,4,15,304707276
0,6,11,304708428
0,1,11,304708644
0,10,19,304710948
0,10,15,304711200
0,9,17,304712964
0,6,13,304713972
0,2,17,304714044
0,10,11,304714800
0,0,5,304716024
0,0,13,304716168
0,5,8,304716204
0,6,17,304716240
0,6,19,304716348
0,0,11,304716672
0,9,14,304716960
0,10,18,304716996
0,3,12,304717392
0,0,4,304717860
0,3,9,304717968
0,13,15,304719300
0,4,13,304719300
0,2,6,304719444
0,2,5,304720452
0,4,6,304720596
0,6,15,304720956
0,2,3,304721568
0,15,18,304722324
0,13,17,304722540
0,4,11,304722648
0,3,16,304722864
0,6,16,304723332
0,5,8,304724556
0,3,10,304724664
0,0,1,304724880
0,1,14,304725312
0,11,14,304725528
0,13,15,304725780
0,5,12,304726104
0,5,10,304726572
0,12,14,304726572
0,0,12,304726968
0,12,14,304728120
0,6,16,304728696
0,9,13,304728768
0,4,10,304728840
0,11,18,304728876
0,10,14,304728876
0,11,19,304730100
0,8,15,304730244
0,9,16,304732728
0,0,2,304732764
0,3,4,304733664
0,7,12,304734024
0,11,12,304734096
0,0,16,304736472
0,2,17,304736796
0,10,14,304737192
0,7,12,304737552
0,3,15,304737804
0,6,8,304738344
0,6,7,304739568
0,13,14,304742232
0,4,10,304742484
0,6,16,304743420
0,8,18,304747164
0,4,14,304751664
0,13,18,304751808
0,11,18,304751844
0,5,8,304752852
0,5,13,304753392
0,0,9,304753716
0,0,7,304753896
0,6,15,304754112
0,12,19,304754976
0,2,18,304755012
0,13,16,304755336
0,7,9,304757280
0,3,10,304758000
0,14,17,304758216
0,6,16,304758324
0,12,16,304758864
0,1,5,304759944
0,0,14,304760484
0,9,17,304763760
0,14,18,304763904
0,9,15,304764660
0,13,19,304765056
0,9,18,304766964
0,13,15,304766964
0,6,12,304771032
0,0,14,304775460
0,12,13,304776144
0,7,15,304782084
0,8,10,304802388
0,6,13,304802640
0,0,10,304806816
0,0,3,304807356
0,3,15,304810128
0,12,14,304811244
0,0,6,304811712
0,8,9,304812108
0,4,17,304812612
0,7,10,304814052
0,7,14,304814772
0,12,19,304814772
0,0,3,304815204
0,13,17,304815636
0,4,18,304818624
0,10,19,304819344
0,4,7,304819704
0,6,16,304822008
0,9,19,304822044
0,5,7,304826148
0,8,19,304851384
0,3,17,304856604
0,1,11,304856820
0,3,6,304857000
0,6,10,304857792
0,3,16,304858224
0,13,18,304859880
0,6,8,304861104
0,8,19,304862076
0,0,12,304891956
0,5,13,304901028
0,7,10,304901568
0,2,4,304925616
0,16,18,304926264
0,10,18,304932456
0,2,7,304932852
0,0,2,304933932
0,1,10,304935156
0,2,19,304935696
0,8,11,304936128
0,3,12,304938576
0,11,19,304942680
0,13,15,304968420
0,6,19,304978212
0,6,17,304980768
0,5,19,304983252
0,1,15,304986708
0,0,18,304989300
0,2,19,305007120
0,3,17,305010324
0,14,15,305010972
0,8,11,305013816
0,12,16,305043300
0,6,8,305044848
0,4,18,305050500
0,0,9,305057628
0,17,18,305058636
0,15,17,305058672
0,5,13,305060616
0,0,14,305061408
0,6,9,305063856
0,13,14,305072460
0,12,19,305117568
0,1,10,305131608
0,6,10,305137152
0,9,10,305138916
0,0,11,305139996
0,1,19,305202024
0,8,10,305209872
0,14,17,305210700
0,9,10,305210880
0,3,11,305212392
0,12,19,305212716
0,4,10,305212752
0,1,19,305213220
0,6,8,305213580
0,9,12,305213904
0,0,3,305214804
0,11,13,305214948
0,2,13,305217108
0,0,16,305218656
0,9,14,305219196
0,7,15,305223228
0,13,19,305223804
0,10,14,305228376
0,5,6,305230788
0,0,12,305231040
0,3,15,305233488
0,9,10,305233920
0,14,17,305233956
0,4,19,305234028
0,9,18,305236044
0,11,13,305238060
0,4,9,305245944
0,17,18,305246988
0,3,15,305248284
0,1,6,305248536
0,17,19,305249112
0,1,2,305249148
0,3,16,305249652
0,12,17,305250192
0,6,13,305250912
0,6,14,305250948
0,12,14,305251452
0,2,10,305253360
0,7,10,305253936
0,0,1,305254008
0,2,14,305283672
0,10,18,305289252
0,3,5,305290836
0,7,19,305321292
0,8,15,305328312
0,8,16,305329824
0,0,12,305331084
0,13,19,305332704
0,4,11,305333136
0,4,6,305333532
0,2,18,305334216
0,0,8,305334396
0,5,17,305334648
0,15,17,305336160
0,1,15,305337024
0,1,16,305338032
0,8,17,305339580
0,13,19,305339976
0,3,19,305340264
0,12,18,305341020
0,7,17,305343000
0,15,17,305343540
0,5,9,305343720
0,3,15,305344008
0,10,15,305345520
0,5,11,305345916
0,6,14,305346996
0,11,15,305347392
0,0,6,305347644
0,3,7,305349012
0,2,18,305352288
0,5,19,305354304
0,3,19,305355564
0,0,1,305356536
0,9,16,305357508
0,2,4,305358804
0,12,17,305359956
0,4,18,305362224
0,2,4,305364096
0,8,16,305365464
0,5,11,305366580
0,2,18,305367912
0,5,17,305368236
0,7,18,305369244
0,1,17,305370972
0,17,18,305371224
0,8,11,305372124
0,6,15,305372628
0,3,17,305374428
0,7,18,305377128
0,0,5,305382816
0,5,7,305383932
0,3,10,305384652
0,7,14,305385084
0,9,15,305385660
0,7,11,305386344
0,10,17,305387280
0,9,19,305391780
0,7,19,305393256
0,0,12,305394552
0,0,6,305396748
0,6,16,305399736
0,14,15,305400708
0,0,18,305401536
0,5,9,305402652
0,3,17,305403120
0,1,2,305403480
0,2,14,305406468
0,1,16,305408916
0,2,11,305410068
0,0,3,305426376
0,13,16,305503956
0,4,7,305508312
0,3,9,305509428
0,9,15,305514936
0,16,17,305515728
0,0,3,305517780
0,3,10,305517816
0,1,10,305518140
0,2,3,305518392
0,3,6,305518572
0,9,10,305518644
0,5,19,305518752
0,12,13,305518788
0,0,1,305518824
0,5,9,305519760
0,0,6,305520012
0,2,10,305522532
0,0,1,305523072
0,3,13,305523468
0,12,14,305523684
0,6,19,305524188
0,10,12,305524908
0,0,5,305525124
0,12,14,305525916
0,11,18,305526060
0,4,11,305527788
0,7,10,305529480
0,10,14,305530992
0,0,16,305538876
0,4,12,305543016
0,17,19,305553708
0,1,12,305554212
0,1,15,305555652
0,13,17,305555796
0,1,5,305558100
0,7,15,305579664
0,5,12,305608644
0,12,16,305610912
0,5,19,305612352
0,2,12,305613288
0,7,18,305613396
0,6,11,305660772
0,14,18,305696628
0,0,10,305697024
0,7,12,305701020
0,1,7,305701236
0,2,19,305704044
0,2,16,305713188
0,2,16,305713656
0,8,13,305723016
0,9,10,305756172
0,8,19,305756316
0,16,18,305757180
0,3,18,305761464
0,1,17,305834832
0,8,19,305836308
0,5,17,305886672
0,3,6,305892360
0,3,4,305895060
0,4,12,305897400
0,8,13,305899956
0,4,5,305905716
0,2,14,305905860
0,2,13,305907012
0,4,10,305907876
0,18,19,305911440
0,4,11,305914176
0,1,10,305915652
0,11,17,305916012
0,2,11,305917020
0,2,6,305919540
0,1,19,305947404
0,0,15,305967096
0,0,9,305970732
0,6,18,305972748
0,6,16,305989092
0,2,13,305990892
0,0,1,305991468
0,12,13,305991828
0,12,14,305991900
0,6,16,305992332
0,1,13,306003276
0,7,14,306006156
0,5,7,306044388
0,2,16,306044460
0,4,9,306051048
0,1,4,306053712
0,3,5,306054432
0,7,13,306054720
0,0,6,306055188
0,3,19,306056592
0,2,3,306059076
0,6,17,306059184
0,5,18,306059328
0,3,13,306059616
0,14,18,306060300
0,2,16,306061452
0,12,15,306063828
0,11,13,306064080
0,8,9,306064152
0,7,18,306064188
0,6,12,306075456
0,3,15,306076608
0,0,12,306076860
0,2,17,306076896
0,1,4,306082188
0,4,16,306083052
0,7,18,306087120
0,17,18,306163116
0,2,14,306165852
0,11,13,306166212
0,9,18,306192960
0,5,9,306198648
0,2,13,306199584
0,5,16,306199908
0,3,7,306200772
0,5,17,306204372
0,2,17,306204660
0,6,8,306204948
0,0,17,306207684
0,0,14,306207792
0,3,12,306208404
0,7,17,306208944
0,14,17,306214956
0,8,17,306215136
0,5,7,306215604
0,2,14,306216108
0,4,15,306216648
0,15,19,306218124
0,0,14,306218268
0,3,9,306219924
0,12,13,306220104
0,12,13,306220896
0,17,19,306222192
0,2,7,306222912
0,1,8,306225432
0,7,14,306225576
0,3,9,306225828
0,5,6,306233676
0,11,17,306296244
0,10,15,306335268
0,9,14,306339516
0,14,15,306339516
0,12,19,306348552
0,13,14,306349524
0,2,12,306352260
0,10,18,306352656
0,0,7,306354600
0,1,14,306356580
0,0,19,306357768
0,12,14,306359208
0,8,18,306359460
0,6,7,306359496
0,8,18,306361224
0,4,7,306361440
0,9,17,306363024
0,6,8,306363564
0,1,3,306364176
0,2,13,306368604
0,11,19,306369756
0,2,5,306371916
0,2,15,306374400
0,7,18,306375192
0,4,10,306375228
0,4,9,306377532
0,8,10,306418428
0,14,19,306429264
0,9,16,306442836
0,12,19,306457596
0,6,12,306457668
0,7,9,306465012
0,12,13,306467604
0,8,13,306472032
0,8,16,306473184
0,7,13,306473328
0,10,15,306478404
0,0,15,306480528
0,1,13,306480564
0,3,7,306482868
0,7,13,306486072
0,6,9,306486648
0,6,11,306486720
0,2,18,306486720
0,6,9,306487584
0,11,16,306489816
0,15,19,306537300
0,1,12,306539820
0,5,17,306576576
0,1,9,306576792
0,1,6,306578052
0,5,6,306578808
0,2,15,306661032
0,9,11,306661536
0,8,12,306661716
0,0,17,306661788
0,9,14,306663732
0,5,10,306664668
0,11,14,306668052
0,10,15,306674712
0,8,18,306674964
0,7,16,306675792
0,3,12,306676800
0,11,12,306682848
0,4,6,306711396
0,1,2,306712332
0,1,9,306712368
0,9,14,306712980
0,5,16,306715500
0,2,5,306715500
0,8,15,306717156
0,13,16,306717696
0,11,19,306717948
0,5,7,306719604
0,5,6,306719928
0,9,10,306720144
0,12,18,306721368
0,6,15,306721908
0,10,13,306725076
0,4,5,306725292
0,14,15,306725400
0,5,7,306727920
0,2,7,306732276
0,1,4,306734256
0,13,19,306734688
0,1,15,306736632
0,3,9,306736740
0,16,19,306736884
0,4,14,306739152
0,0,11,306740232
0,2,13,306747108
0,5,15,306748116
0,0,2,306748656
0,5,10,306762264
0,5,10,306762768
0,11,17,306767268
0,13,16,306803304
0,1,13,306803520
0,1,4,306805104
0,3,9,306808812
0,3,14,306808956
0,0,12,306809028
0,4,16,306810072
0,10,12,306810468
0,2,19,306811332
0,0,8,306814644
0,4,17,306817560
0,6,17,306818496
0,5,7,306827388
0,1,4,306827820
0,7,19,306828108
0,12,14,306829728
0,0,1,306833724
0,6,9,306834804
0,5,7,306838440
0,1,7,306840168
0,3,16,306846072
0,12,19,306849420
0,7,17,306851544
0,9,11,306868752
0,2,11,306882648
0,10,15,306922248
0,4,17,306932580
0,18,19,306933660
0,4,16,306935064
0,8,17,306935100
0,5,17,306936684
0,2,8,306936900
0,9,11,306938052
0,4,15,306939636
0,7,15,306940572
0,1,19,306941508
0,0,10,306942372
0,9,17,306944604
0,7,14,306964152
0,2,9,306978228
0,9,10,306991152
0,0,12,307006092
0,12,15,307007424
0,2,3,307009836
0,4,16,307012212
0,2,16,307013724
0,3,9,307057932
0,12,16,307058832
0,5,12,307063980
0,3,13,307064016
0,7,18,307066356
0,10,14,307067076
0,0,2,307067508
0,16,19,307068372
0,1,4,307076004
0,3,6,307078452
0,0,8,307212840
0,4,17,307237320
0,3,18,307241676
0,1,11,307246572
0,12,16,307251900
0,1,18,307252260
0,3,8,307252404
0,5,15,307255104
0,3,16,307257516
0,0,12,307262196
0,4,16,307263204
0,8,11,307263780
0,1,10,307272780
0,7,16,307273716
0,6,9,307275012
0,5,15,307276524
0,1,14,307276560
0,3,6,307278180
0,16,18,307278648
0,5,12,307298556
0,4,11,307299672
0,0,3,307307016
0,10,12,307330272
0,4,7,307333944
0,8,18,307334268
0,1,16,307353348
0,16,18,307353564
0,9,11,307354536
0,13,17,307354536
0,6,10,307355148
0,2,17,307355400
0,5,19,307359468
0,13,19,307360296
0,10,18,307367388
0,5,12,307367748
0,13,17,307367892
0,3,4,307368108
0,3,10,307369908
0,3,5,307370844
0,1,6,307370988
0,12,15,307372068
0,12,19,307377648
0,16,18,307414872
0,15,19,307415304
0,8,13,307417464
0,10,17,307436436
0,4,19,307441728
0,6,7,307442592
